OBJECTID,FireDiscoveryDateTime,IncidentName,InitialLatitude,InitialLongitude,CreatedOnDateTime_dt,x,y
385855,7/9/2024 12:45:46 AM,LAC-236639,34.0619,-118.01,7/9/2024 1:02:48 AM,-118.01,34.0619
385867,7/9/2024 1:08:58 AM,KAMM,36.531149,-120.485099,7/9/2024 1:40:23 AM,-120.485099,36.531149
385858,7/9/2024 1:10:18 AM,FRANKLIN,35.591462,-120.645939,7/9/2024 1:11:05 AM,-120.648566,35.592679
385862,7/9/2024 1:19:29 AM,HOLLOW,37.933555,-120.607604,7/9/2024 1:20:12 AM,-120.60805,37.933083
385868,7/9/2024 1:32:15 AM,FLICKER WY /N REDLANDS AV,33.811457,-117.217355,7/9/2024 1:45:41 AM,-117.217355,33.811457
385873,7/9/2024 1:54:26 AM,LAC-236709,34.54282,-117.93169,7/9/2024 1:56:48 AM,-117.93169,34.54282
385882,7/9/2024 2:30:04 AM,OCCIDENTAL,38.407407,-122.933836,7/9/2024 2:30:49 AM,-122.933836,38.407407
385886,7/9/2024 2:39:35 AM,GORGE,40.493234,-122.463762,7/9/2024 2:40:22 AM,-122.46405,40.492533
385887,7/9/2024 2:42:48 AM,LAC-236763,34.13314,-117.956,7/9/2024 2:46:49 AM,-117.956,34.13314
385892,7/9/2024 3:09:02 AM,LAC-236794,34.58463,-118.10954,7/9/2024 3:13:48 AM,-118.11185,34.58718
385896,7/9/2024 3:16:20 AM,GRANITE HILL DR / PYRITE ST,34.017805,-117.462368,7/9/2024 3:26:35 AM,-117.462368,34.017805
385900,7/9/2024 3:49:33 AM,RIVER,35.743301,-120.685144,7/9/2024 3:50:23 AM,-120.685144,35.743301
385904,7/9/2024 3:58:56 AM,MISSION AV /S SANTA FE AV,37.27315,-120.301514,7/9/2024 4:11:30 AM,-120.301514,37.27315
385907,7/9/2024 4:19:37 AM,LAC-236874,34.70775,-118.10368,7/9/2024 4:22:48 AM,-118.10368,34.70775
385912,7/9/2024 4:19:54 AM,6TH ST,33.902773,-117.246924,7/9/2024 5:01:16 AM,-117.246924,33.902773
385908,7/9/2024 4:27:21 AM,MARCUS,36.984802,-119.711129,7/9/2024 4:35:11 AM,-119.711129,36.984802
385916,7/9/2024 5:17:54 AM,SHARON,36.975159,-120.074981,7/9/2024 5:28:12 AM,-120.074981,36.975159
385915,7/9/2024 5:20:01 AM,LAC-236931,33.91993,-118.2811,7/9/2024 5:22:48 AM,-118.2811,33.91993
385919,7/9/2024 5:22:19 AM,COLE,33.846323,-117.322732,7/9/2024 5:48:13 AM,-117.322732,33.846323
385921,7/9/2024 5:41:11 AM,PUMA,41.553227,-120.514341,7/9/2024 6:08:55 AM,-120.5092,41.555817
385920,7/9/2024 5:52:26 AM,DONAVAN,34.57018,-118.6883,7/9/2024 5:54:48 AM,-118.6875,34.56933
385923,7/9/2024 6:12:04 AM,MARBLE,38.654111,-121.029656,7/9/2024 6:12:44 AM,-121.029656,38.654111
385925,7/9/2024 6:21:58 AM,N D ST / ADELL ST,36.98282,-120.06319,7/9/2024 6:29:06 AM,-120.06319,36.98282
385928,7/9/2024 7:33:11 AM,PORTER,34.287,-118.53621,7/9/2024 7:37:48 AM,-118.53621,34.287
385938,7/9/2024 7:35:54 AM,BLUE FOUNTAIN MHP SANJ,33.771171,-116.958785,7/9/2024 9:55:46 AM,-116.958785,33.771171
385930,7/9/2024 8:01:25 AM,VACA,38.40078,-122.106302,7/9/2024 8:02:07 AM,-122.106302,38.40078
385929,7/9/2024 8:02:34 AM,EXETER,36.296729,-119.107999,7/9/2024 8:03:16 AM,-119.098158,36.299711
385931,7/9/2024 8:30:13 AM,LAC-237034,34.03823,-118.06417,7/9/2024 8:33:48 AM,-118.06417,34.03823
385934,7/9/2024 8:51:18 AM,LAC-237048,33.9271,-118.2407,7/9/2024 8:54:48 AM,-118.2407,33.9271
385944,7/9/2024 9:10:15 AM,COW 2,36.026333,-118.801528,7/9/2024 11:12:48 AM,-118.801528,36.026333
385939,7/9/2024 10:00:48 AM,LAC-237081,33.92076,-118.19887,7/9/2024 10:05:49 AM,-118.18975,33.91557
385942,7/9/2024 10:34:34 AM,JONES RD / OLIVE AV,37.393,-120.622465,7/9/2024 10:54:00 AM,-120.622465,37.393
385941,7/9/2024 10:46:36 AM,LAC-237105,34.57958,-118.12046,7/9/2024 10:49:48 AM,-118.12046,34.57958
385945,7/9/2024 11:28:15 AM,LAC-237121,33.90463,-118.18475,7/9/2024 11:31:48 AM,-118.18475,33.90463
385946,7/9/2024 11:29:31 AM,FAIRWAY,37.888325,-120.501487,7/9/2024 11:30:20 AM,-120.501517,37.8899
385954,7/9/2024 12:34:16 PM,STRAW RIDGE RD  PR_CO,35.522299,-120.545936,7/9/2024 12:49:20 PM,-120.545936,35.522299
386056,7/9/2024 1:00:00 PM,2024 SAMO HEATWAVE STEP UP,,,7/9/2024 8:56:37 PM,-118.71305556,34.10472222
385961,7/9/2024 1:54:33 PM,CURRAN,38.280161,-120.945427,7/9/2024 1:55:12 PM,-120.945427,38.280161
385969,7/9/2024 2:35:47 PM,FIVE,36.77788,-120.726198,7/9/2024 2:36:27 PM,-120.726198,36.77788
385979,7/9/2024 3:21:23 PM,LAC-237238,34.39123,-118.5619,7/9/2024 3:24:49 PM,-118.5619,34.39123
385989,7/9/2024 4:38:10 PM,LUPIN AV / MEADOW DR,37.429116,-120.603463,7/9/2024 4:53:06 PM,-120.603463,37.429116
385990,7/9/2024 4:49:20 PM,STAR,40.590148,-122.246538,7/9/2024 4:50:04 PM,-122.247167,40.591033
385996,7/9/2024 5:02:40 PM,ADAMS,36.634258,-119.7859,7/9/2024 5:19:43 PM,-119.7859,36.634258
385998,7/9/2024 5:25:09 PM,LAC-237370,34.06315,-117.71913,7/9/2024 5:29:49 PM,-117.71913,34.06315
386008,7/9/2024 5:31:26 PM,WHITE WAKE DR / CANYON LAKE DR N,33.684529,-117.238845,7/9/2024 5:55:58 PM,-117.238845,33.684529
386022,7/9/2024 6:46:09 PM,BUTTERFLY,33.611126,-116.621044,7/9/2024 6:47:01 PM,-116.621044,33.611126
386030,7/9/2024 7:04:16 PM,AVE 77   THER,33.491638,-116.117923,7/9/2024 7:26:31 PM,-116.117923,33.491638
386039,7/9/2024 7:36:31 PM,RIVER,40.177169,-122.233139,7/9/2024 7:57:22 PM,-122.233139,40.177169
386037,7/9/2024 7:47:30 PM,HENDERSON,37.523189,-120.420914,7/9/2024 7:52:36 PM,-120.420914,37.523189
386043,7/9/2024 8:05:45 PM,BOSTWICK,37.980483,-120.444563,7/9/2024 8:06:35 PM,-120.444317,37.979133
386048,7/9/2024 8:21:54 PM,LAC-237588,34.79094,-118.29021,7/9/2024 8:25:49 PM,-118.29021,34.79094
386083,7/9/2024 8:27:43 PM,COLUSA HWY  GRDLY,39.363028,-121.720579,7/9/2024 9:47:12 PM,-121.720579,39.363028
386055,7/9/2024 8:45:22 PM,PHILIPS,38.936107,-122.615392,7/9/2024 8:52:16 PM,-122.615392,38.936107
386053,7/9/2024 8:51:16 PM,LAC-237626,34.0619,-118.01,7/9/2024 8:54:49 PM,-118.01,34.0619
386059,7/9/2024 8:56:59 PM,TODD,34.66059,-118.02329,7/9/2024 9:01:49 PM,-118.04091,34.64597
386811,7/9/2024 9:12:13 PM,NEES,36.850279,-120.771299,7/12/2024 1:52:11 AM,-120.771299,36.850279
386070,7/9/2024 9:19:00 PM,GOLF,,,7/9/2024 9:22:51 PM,-119.36138889,35.23666667
386078,7/9/2024 9:28:39 PM,LAC-237667,34.66074,-117.94761,7/9/2024 9:32:49 PM,-117.94761,34.66074
386190,7/9/2024 9:44:00 PM,MAIN,,,7/10/2024 2:35:50 AM,-118.36583333,35.64138889
386191,7/9/2024 9:44:00 PM,MAIN,,,7/10/2024 2:35:50 AM,-118.36583333,35.64138889
386097,7/9/2024 10:14:49 PM,Kelsey,41.6609,-123.737,7/9/2024 10:26:31 PM,-123.815867,41.642033
386096,7/9/2024 10:21:20 PM,LAC-237752,33.8468,-118.24841,7/9/2024 10:24:48 PM,-118.24841,33.8468
386111,7/9/2024 10:58:07 PM,PIT,40.983777,-121.521322,7/9/2024 10:58:50 PM,-121.513783,40.988667
386115,7/9/2024 10:59:38 PM,LAC-237806,34.083,-117.73294,7/9/2024 11:02:48 PM,-117.73294,34.083
386118,7/9/2024 11:14:54 PM,LAC-237828,34.09002,-117.74924,7/9/2024 11:18:49 PM,-117.74924,34.09002
